PassengerId,Group,GroupSize,SoloTraveler,HomePlanet,CabinDeck,CabinNumber,CabinSide,CryoSleep,Destination,Age,AgeGroup,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,TotalExpenditure,Expenditure,LastName,FamilySize,LoneTraveler
0056_02,56,3,0,Europa,A,1.0,S,True,TRAPPIST-1e,38.0,31-40,False,0.0,0.0,0.0,0.0,0.0,0.0,0,Tractive,6,0
0056_03,56,3,0,Europa,A,1.0,S,False,TRAPPIST-1e,27.0,21-30,False,279.0,605.0,3374.0,286.0,3.0,4547.0,1,Tractive,6,0
0058_01,58,1,1,Earth,G,7.0,S,True,PSO J318.5-22,36.0,31-40,False,0.0,0.0,0.0,0.0,0.0,0.0,0,Ayalazquez,6,0
0061_01,61,1,1,Earth,F,12.0,S,False,TRAPPIST-1e,22.0,21-30,False,45.0,1096.0,148.0,1377.0,1.0,2667.0,1,Salez,5,0
0062_01,62,1,1,Earth,F,13.0,S,False,TRAPPIST-1e,62.0,61-70,False,0.0,592.0,0.0,17.0,25.0,634.0,1,Greeves,8,0
0064_01,64,2,0,Mars,F,14.0,S,True,TRAPPIST-1e,15.0,11-20,False,0.0,0.0,0.0,0.0,0.0,0.0,0,Unknown,294,0
0064_02,64,2,0,Mars,E,3.0,S,True,TRAPPIST-1e,33.0,31-40,False,0.0,0.0,0.0,0.0,0.0,0.0,0,Keen,6,0
0066_01,66,1,1,Earth,G,6.0,P,False,TRAPPIST-1e,62.0,61-70,False,1.0,153.0,197.0,0.0,460.0,811.0,1,Pecketton,5,0
0067_01,67,3,0,Earth,G,10.0,S,True,PSO J318.5-22,0.0,0-10,False,0.0,0.0,0.0,0.0,0.0,0.0,0,Leeves,9,0
0067_02,67,3,0,Earth,G,10.0,S,False,TRAPPIST-1e,18.0,11-20,False,1.0,258.0,446.0,0.0,0.0,705.0,1,Leeves,9,0
0067_03,67,3,0,Earth,F,15.0,S,False,55 Cancri e,21.0,21-30,False,1946.0,37.0,0.0,0.0,24.0,2007.0,1,Leeves,9,0
0068_01,68,1,1,Mars,E,4.0,S,False,TRAPPIST-1e,27.0,21-30,False,793.0,0.0,2.0,253.0,0.0,1048.0,1,Binie,3,0
0069_01,69,1,1,Earth,F,16.0,S,False,TRAPPIST-1e,42.0,41-50,False,887.0,0.0,9.0,6.0,0.0,902.0,1,Unknown,294,0
0070_01,70,1,1,Earth,F,13.0,P,False,TRAPPIST-1e,19.0,11-20,False,190.0,0.0,5.0,1.0,726.0,922.0,1,Brighttt,8,0
0071_01,71,1,1,Earth,F,14.0,P,False,TRAPPIST-1e,17.0,11-20,False,16.0,2165.0,0.0,0.0,52.0,2233.0,1,Dillines,3,0
0072_01,72,1,1,Earth,F,17.0,S,False,TRAPPIST-1e,14.0,11-20,False,0.0,1.0,0.0,0.0,1063.0,1064.0,1,Brantuarez,8,0
0073_01,73,1,1,Mars,D,3.0,P,False,PSO J318.5-22,37.0,31-40,False,46.0,83.0,738.0,0.0,12.0,879.0,1,Make,11,0
0074_01,74,1,1,Europa,C,3.0,S,False,TRAPPIST-1e,42.0,41-50,False,1.0,8397.0,0.0,0.0,506.0,8904.0,1,Mostedry,7,0
0076_01,76,1,1,Mars,F,18.0,S,False,TRAPPIST-1e,27.0,21-30,False,147.0,0.0,1018.0,0.0,0.0,1165.0,1,Dal,11,0
0077_01,77,1,1,Mars,F,15.0,P,False,TRAPPIST-1e,28.0,21-30,False,14.0,0.0,1295.0,0.0,0.0,1309.0,1,Blité,2,0
0078_01,78,1,1,Europa,C,4.0,S,False,TRAPPIST-1e,38.0,31-40,False,0.0,5840.0,0.0,321.0,9654.0,15815.0,1,Pokerheed,4,0
0081_01,81,1,1,Earth,G,13.0,S,True,TRAPPIST-1e,13.0,11-20,False,0.0,0.0,0.0,0.0,0.0,0.0,0,Vinozarks,9,0
0082_01,82,3,0,Mars,F,16.0,P,False,TRAPPIST-1e,42.0,41-50,False,7406.0,0.0,0.0,0.0,0.0,7406.0,1,Datte,6,0
0082_02,82,3,0,Mars,F,16.0,P,True,TRAPPIST-1e,2.0,0-10,False,0.0,0.0,0.0,0.0,0.0,0.0,0,Datte,6,0
0082_03,82,3,0,Mars,F,16.0,P,False,TRAPPIST-1e,8.0,0-10,False,0.0,0.0,0.0,0.0,0.0,0.0,0,Unknown,294,0
0084_01,84,1,1,Earth,G,14.0,S,False,TRAPPIST-1e,24.0,21-30,False,688.0,0.0,0.0,0.0,17.0,705.0,1,Coopezmaney,6,0
0085_01,85,1,1,Europa,C,5.0,S,True,TRAPPIST-1e,40.0,31-40,False,0.0,0.0,0.0,0.0,0.0,0.0,0,Ellcefulve,2,0
0086_01,86,1,1,Earth,F,17.0,P,False,TRAPPIST-1e,43.0,41-50,False,211.0,0.0,0.0,638.0,513.0,1362.0,1,Kinson,8,0
0088_01,88,1,1,Mars,E,5.0,S,True,PSO J318.5-22,45.0,41-50,False,0.0,0.0,0.0,0.0,0.0,0.0,0,Sacre,5,0
0090_01,90,1,1,Earth,G,15.0,S,True,TRAPPIST-1e,35.0,31-40,False,0.0,0.0,0.0,0.0,0.0,0.0,0,Santry,11,0
0091_01,91,2,0,Earth,G,16.0,S,True,TRAPPIST-1e,26.0,21-30,False,0.0,0.0,0.0,0.0,0.0,0.0,0,Yorkland,13,0
0091_02,91,2,0,Earth,F,20.0,S,False,TRAPPIST-1e,27.0,21-30,False,1.0,697.0,31.0,188.0,0.0,917.0,1,Yorkland,13,0
0092_01,92,3,0,Earth,G,9.0,P,False,TRAPPIST-1e,19.0,11-20,False,0.0,0.0,670.0,1.0,34.0,705.0,1,Dunnisey,5,0
0092_02,92,3,0,Earth,G,9.0,P,True,TRAPPIST-1e,0.0,0-10,False,0.0,0.0,0.0,0.0,0.0,0.0,0,Hewson,10,0
0092_03,92,3,0,Earth,G,9.0,P,True,TRAPPIST-1e,3.0,0-10,False,0.0,0.0,0.0,0.0,0.0,0.0,0,Hewson,10,0
0097_01,97,1,1,Europa,A,2.0,S,False,TRAPPIST-1e,54.0,51-60,False,0.0,1208.0,0.0,3.0,637.0,1848.0,1,Fictful,5,0
0098_01,98,2,0,Earth,G,11.0,P,False,TRAPPIST-1e,26.0,21-30,False,0.0,856.0,5.0,32.0,0.0,893.0,1,Carezquez,6,0
0098_02,98,2,0,Earth,G,11.0,P,False,TRAPPIST-1e,26.0,21-30,False,0.0,2811.0,957.0,0.0,87.0,3855.0,1,Carezquez,6,0
0099_01,99,2,0,Earth,F,19.0,P,False,PSO J318.5-22,23.0,21-30,False,311.0,427.0,526.0,37.0,0.0,1301.0,1,Leetersoney,3,0
0099_02,99,2,0,Earth,G,12.0,P,False,TRAPPIST-1e,2.0,0-10,False,0.0,0.0,0.0,0.0,0.0,0.0,0,Connelson,4,0
0101_01,101,1,1,Mars,Mars,Unknown,S,True,TRAPPIST-1e,31.0,31-40,False,0.0,0.0,0.0,0.0,0.0,0.0,0,Trad,6,0
0102_01,102,1,1,Earth,F,23.0,S,False,TRAPPIST-1e,18.0,11-20,False,0.0,0.0,0.0,830.0,91.0,921.0,1,Holson,5,0
0103_01,103,3,0,Earth,F,24.0,S,False,TRAPPIST-1e,24.0,21-30,False,0.0,0.0,0.0,0.0,17.0,17.0,1,Mclainez,6,0
0103_02,103,3,0,Earth,G,18.0,S,True,55 Cancri e,9.0,0-10,False,0.0,0.0,0.0,0.0,0.0,0.0,0,Mclainez,6,0
0103_03,103,3,0,Earth,G,18.0,S,True,TRAPPIST-1e,6.0,0-10,False,0.0,0.0,0.0,0.0,0.0,0.0,0,Mclainez,6,0
0105_01,105,1,1,Earth,F,21.0,P,False,TRAPPIST-1e,27.0,21-30,False,0.0,0.0,570.0,2.0,131.0,703.0,1,Cleachrand,9,0
0107_01,107,1,1,Mars,D,2.0,S,False,TRAPPIST-1e,21.0,21-30,False,1743.0,5.0,17.0,0.0,0.0,1765.0,1,Hart,4,0
0108_01,108,3,0,Earth,G,19.0,S,True,TRAPPIST-1e,23.0,21-30,False,0.0,0.0,0.0,0.0,0.0,0.0,0,Handertiz,10,0
0108_02,108,3,0,Earth,G,19.0,S,False,TRAPPIST-1e,31.0,31-40,False,562.0,0.0,326.0,0.0,0.0,888.0,1,Unknown,294,0
0108_03,108,3,0,Earth,G,19.0,S,False,TRAPPIST-1e,0.0,0-10,False,0.0,0.0,0.0,0.0,0.0,0.0,0,Handertiz,10,0
0110_01,110,4,0,Europa,Europa,5.0,P,False,TRAPPIST-1e,32.0,31-40,False,0.0,410.0,6.0,3929.0,764.0,5109.0,1,Aloubtled,7,0
0110_02,110,4,0,Europa,B,5.0,P,False,TRAPPIST-1e,40.0,31-40,False,0.0,331.0,0.0,0.0,1687.0,2018.0,1,Bootious,2,0
0110_03,110,4,0,Europa,B,5.0,P,False,TRAPPIST-1e,42.0,41-50,False,2209.0,11418.0,0.0,1868.0,445.0,15940.0,1,Aloubtled,7,0
0110_04,110,4,0,Europa,B,5.0,P,True,TRAPPIST-1e,28.0,21-30,False,0.0,0.0,0.0,0.0,0.0,0.0,0,Aloubtled,7,0
0111_01,111,1,1,Europa,E,6.0,S,True,TRAPPIST-1e,29.0,21-30,False,0.0,0.0,0.0,0.0,0.0,0.0,0,Supred,6,0
0112_01,112,1,1,Europa,B,1.0,S,False,55 Cancri e,48.0,41-50,True,0.0,2537.0,87.0,17.0,13.0,2654.0,1,Cowtale,2,0
0113_01,113,1,1,Earth,F,23.0,P,False,TRAPPIST-1e,64.0,61-70,False,0.0,0.0,804.0,0.0,0.0,804.0,1,Carvis,8,0
0114_01,114,1,1,Earth,G,20.0,S,False,TRAPPIST-1e,27.0,21-30,False,82.0,157.0,429.0,238.0,1.0,907.0,1,Beckerson,7,0
0115_01,115,1,1,Mars,F,24.0,P,False,TRAPPIST-1e,26.0,21-30,False,0.0,0.0,0.0,0.0,0.0,0.0,0,Pead,5,0
0116_01,116,1,1,Europa,D,4.0,P,False,TRAPPIST-1e,33.0,31-40,False,1.0,2223.0,0.0,12.0,404.0,2640.0,1,Suptive,2,0
0119_01,119,2,0,Europa,A,0.0,P,False,TRAPPIST-1e,39.0,31-40,False,0.0,2344.0,0.0,65.0,6898.0,9307.0,1,Coning,5,0
0119_02,119,2,0,Europa,A,0.0,P,True,TRAPPIST-1e,13.0,11-20,False,0.0,0.0,0.0,0.0,0.0,0.0,0,Coning,5,0
0120_01,120,1,1,Mars,F,25.0,P,True,TRAPPIST-1e,24.0,21-30,False,0.0,0.0,0.0,0.0,0.0,0.0,0,Sacre,5,0
0122_01,122,1,1,Earth,G,21.0,S,False,TRAPPIST-1e,29.0,21-30,False,0.0,0.0,0.0,699.0,74.0,773.0,1,Hayder,10,0
0123_01,123,1,1,Earth,F,27.0,P,False,TRAPPIST-1e,18.0,11-20,False,55.0,597.0,49.0,0.0,1.0,702.0,1,Fielson,9,0
0126_01,126,1,1,Mars,F,27.0,S,True,TRAPPIST-1e,67.0,61-70,False,0.0,0.0,0.0,0.0,0.0,0.0,0,Mish,3,0
0127_01,127,1,1,Mars,E,7.0,S,False,TRAPPIST-1e,35.0,31-40,False,701.0,0.0,296.0,0.0,25.0,1022.0,1,Mesty,3,0
0128_01,128,2,0,Mars,D,3.0,S,False,TRAPPIST-1e,61.0,61-70,True,2353.0,334.0,9.0,316.0,2.0,3014.0,1,Fles,3,0
0128_02,128,2,0,Mars,E,8.0,S,False,TRAPPIST-1e,45.0,41-50,False,2103.0,6.0,0.0,0.0,0.0,2109.0,1,Fles,3,0
0129_01,129,1,1,Earth,G,22.0,S,True,PSO J318.5-22,22.0,21-30,False,0.0,0.0,0.0,0.0,0.0,0.0,0,Fowles,7,0
0133_01,133,2,0,Mars,F,29.0,S,True,TRAPPIST-1e,19.0,11-20,False,0.0,0.0,0.0,0.0,0.0,0.0,0,Blie,7,0
0133_02,133,2,0,Mars,D,5.0,S,False,TRAPPIST-1e,36.0,31-40,False,2738.0,0.0,0.0,0.0,0.0,2738.0,1,Blie,7,0
0134_01,134,1,1,Earth,G,17.0,P,False,TRAPPIST-1e,19.0,11-20,False,0.0,14.0,730.0,0.0,0.0,744.0,1,Harmontry,6,0
0136_01,136,1,1,Earth,G,23.0,S,False,PSO J318.5-22,47.0,41-50,False,97.0,418.0,126.0,25.0,55.0,721.0,1,Unknown,294,0
0138_01,138,2,0,Earth,G,18.0,P,True,TRAPPIST-1e,13.0,11-20,False,0.0,0.0,0.0,0.0,0.0,0.0,0,Gambs,6,0
0138_02,138,2,0,Earth,E,5.0,P,False,TRAPPIST-1e,34.0,31-40,False,0.0,22.0,0.0,564.0,207.0,793.0,1,Gambs,6,0
0139_01,139,1,1,Europa,C,6.0,S,True,55 Cancri e,35.0,31-40,False,0.0,0.0,0.0,0.0,0.0,0.0,0,Myling,9,0
0140_01,140,2,0,Earth,G,19.0,P,True,TRAPPIST-1e,24.0,21-30,False,0.0,0.0,0.0,0.0,0.0,0.0,0,Mejiaddox,9,0
0140_02,140,2,0,Earth,F,29.0,P,False,TRAPPIST-1e,26.0,21-30,False,440.0,0.0,0.0,0.0,462.0,902.0,1,Whitakers,5,0
0141_01,141,1,1,Mars,F,30.0,P,False,TRAPPIST-1e,31.0,31-40,False,0.0,0.0,97.0,0.0,0.0,97.0,1,Harte,3,0
0144_01,144,1,1,Earth,F,31.0,S,False,TRAPPIST-1e,20.0,11-20,False,0.0,420.0,210.0,0.0,0.0,630.0,1,Dayers,6,0
0146_01,146,1,1,Earth,G,25.0,S,False,TRAPPIST-1e,56.0,51-60,False,0.0,0.0,0.0,0.0,0.0,0.0,0,Wolferguson,12,0
0147_01,147,1,1,Earth,G,26.0,S,True,TRAPPIST-1e,50.0,41-50,False,0.0,0.0,0.0,0.0,0.0,0.0,0,Hubbarrison,9,0
0148_01,148,1,1,Mars,F,31.0,P,False,TRAPPIST-1e,42.0,41-50,False,1072.0,0.0,10.0,0.0,76.0,1158.0,1,Pashe,7,0
0149_01,149,1,1,Earth,G,27.0,S,True,55 Cancri e,27.0,21-30,False,0.0,0.0,0.0,0.0,0.0,0.0,0,Hubbarrison,9,0
0151_01,151,1,1,Earth,G,20.0,P,True,55 Cancri e,38.0,31-40,False,0.0,0.0,0.0,0.0,0.0,0.0,0,Simson,10,0
0152_01,152,1,1,Earth,F,32.0,P,False,TRAPPIST-1e,41.0,41-50,False,0.0,0.0,0.0,0.0,607.0,607.0,1,Estron,6,0
0160_01,160,1,1,Earth,G,22.0,P,False,TRAPPIST-1e,22.0,21-30,False,4119.0,0.0,0.0,0.0,61.0,4180.0,1,Atkinney,5,0
0163_01,163,2,0,Europa,B,8.0,P,True,TRAPPIST-1e,26.0,21-30,False,0.0,0.0,0.0,0.0,0.0,0.0,0,Hetforhaft,6,0
0163_02,163,2,0,Europa,B,8.0,P,True,TRAPPIST-1e,17.0,11-20,False,0.0,0.0,0.0,0.0,0.0,0.0,0,Hetforhaft,6,0
0164_01,164,2,0,Earth,G,28.0,S,False,TRAPPIST-1e,57.0,51-60,False,50.0,1688.0,0.0,0.0,135.0,1873.0,1,Hutchinton,6,0
0164_02,164,2,0,Earth,G,28.0,S,True,PSO J318.5-22,17.0,11-20,False,0.0,0.0,0.0,0.0,0.0,0.0,0,Hutchinton,6,0
0165_01,165,1,1,Mars,F,37.0,P,True,TRAPPIST-1e,35.0,31-40,False,0.0,0.0,0.0,0.0,0.0,0.0,0,Anche,3,0
0167_01,167,2,0,Mars,F,35.0,S,True,TRAPPIST-1e,13.0,11-20,False,0.0,0.0,0.0,0.0,0.0,0.0,0,Floaf,8,0
0167_02,167,2,0,Mars,F,35.0,S,False,TRAPPIST-1e,27.0,21-30,False,1365.0,0.0,48.0,22.0,137.0,1572.0,1,Floaf,8,0
0169_01,169,1,1,Earth,G,23.0,P,True,TRAPPIST-1e,31.0,31-40,False,0.0,0.0,0.0,0.0,0.0,0.0,0,Fisherry,7,0
0170_01,170,1,1,Earth,E,10.0,S,False,TRAPPIST-1e,24.0,21-30,False,0.0,0.0,0.0,221.0,567.0,788.0,1,Mcmahoney,5,0
0171_01,171,1,1,Earth,G,30.0,S,True,PSO J318.5-22,19.0,11-20,False,0.0,0.0,0.0,0.0,0.0,0.0,0,Gordanieves,11,0
0172_01,172,1,1,Earth,G,24.0,P,True,TRAPPIST-1e,32.0,31-40,False,0.0,0.0,0.0,0.0,0.0,0.0,0,Johnshines,6,0
0173_01,173,1,1,Earth,E,11.0,S,False,TRAPPIST-1e,58.0,51-60,False,0.0,985.0,0.0,5.0,0.0,990.0,1,Grifford,4,0
0174_01,174,1,1,Earth,F,38.0,P,False,55 Cancri e,21.0,21-30,False,287.0,0.0,16.0,115.0,175.0,593.0,1,Lambles,8,0
0177_01,177,1,1,Europa,B,2.0,S,False,TRAPPIST-1e,38.0,31-40,False,0.0,10346.0,1.0,14970.0,2111.0,27428.0,1,Iniouser,4,0
0178_01,178,1,1,Mars,D,6.0,S,False,TRAPPIST-1e,38.0,31-40,False,3414.0,0.0,161.0,28.0,119.0,3722.0,1,Knik,7,0
0179_01,179,3,0,Earth,G,26.0,P,False,TRAPPIST-1e,19.0,11-20,False,1.0,219.0,673.0,2.0,11.0,906.0,1,Webstephrey,10,0
0179_02,179,3,0,Earth,G,26.0,P,False,TRAPPIST-1e,0.0,0-10,False,0.0,0.0,0.0,0.0,0.0,0.0,0,Webstephrey,10,0
0179_03,179,3,0,Earth,G,26.0,P,False,TRAPPIST-1e,3.0,0-10,False,0.0,0.0,0.0,0.0,0.0,0.0,0,Webstephrey,10,0
0181_01,181,1,1,Earth,G,27.0,P,False,TRAPPIST-1e,20.0,11-20,False,0.0,0.0,3.0,299.0,92.0,394.0,1,Brighttt,8,0
0182_01,182,1,1,Europa,C,3.0,P,True,TRAPPIST-1e,24.0,21-30,False,0.0,0.0,0.0,0.0,0.0,0.0,0,Disight,2,0
0183_01,183,1,1,Earth,F,36.0,S,False,TRAPPIST-1e,37.0,31-40,False,17.0,146.0,426.0,0.0,232.0,821.0,1,Weaves,9,0
0186_01,186,1,1,Earth,G,28.0,P,False,TRAPPIST-1e,25.0,21-30,False,62.0,0.0,0.0,0.0,956.0,1018.0,1,Shephendry,8,0
0188_01,188,1,1,Earth,G,31.0,S,True,TRAPPIST-1e,56.0,51-60,False,0.0,0.0,0.0,0.0,0.0,0.0,0,Romez,5,0
0189_01,189,1,1,Earth,E,8.0,P,False,55 Cancri e,49.0,41-50,False,84.0,3.0,401.0,202.0,98.0,788.0,1,Booters,4,0
0190_01,190,1,1,Earth,G,32.0,S,True,55 Cancri e,11.0,11-20,False,0.0,0.0,0.0,0.0,0.0,0.0,0,Unknown,294,0
0192_01,192,3,0,Earth,G,29.0,P,True,TRAPPIST-1e,1.0,0-10,False,0.0,0.0,0.0,0.0,0.0,0.0,0,Adavisons,10,0
