PassengerId,Group,GroupSize,LoneTraveler,HomePlanet,CryoSleep,CabinDeck,CabinNumber,CabinSide,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,AmountSpent,Spent,Transported,FirstName,LastName
0016_01,16,1,1,Mars,True,F,5,P,TRAPPIST-1e,45.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0,True,Alus,Upead
0017_01,17,2,0,Earth,False,G,0,P,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0,True,Lyde,Brighttt
0017_02,17,2,0,Earth,False,F,6,P,55 Cancri e,14.0,False,412.0,0.0,1.0,0.0,679.0,1092.0,1,False,Philda,Brighttt
0020_01,20,6,0,Earth,True,E,0,S,TRAPPIST-1e,1.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0,False,Almary,Brantuarez
0020_02,20,6,0,Earth,True,E,0,S,55 Cancri e,49.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0,False,Glendy,Brantuarez
0020_03,20,6,0,Earth,True,E,0,S,55 Cancri e,29.0,False,0.0,0.0,,0.0,0.0,0.0,0,False,Mollen,Mcfaddennon
0020_04,20,6,0,Earth,False,E,0,S,TRAPPIST-1e,10.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0,True,Breney,Jacostanley
0020_05,20,6,0,Earth,True,E,0,S,PSO J318.5-22,1.0,False,,0.0,0.0,0.0,0.0,0.0,0,False,Mael,Brantuarez
0020_06,20,6,0,Earth,False,E,0,S,TRAPPIST-1e,7.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0,False,Terta,Mcfaddennon
0022_01,22,1,1,Mars,False,D,0,P,TRAPPIST-1e,21.0,False,980.0,2.0,69.0,0.0,0.0,1051.0,1,False,,
0024_01,24,1,1,Europa,True,C,2,S,TRAPPIST-1e,62.0,False,0.0,0.0,,0.0,0.0,0.0,0,True,Penton,Fullided
0025_01,25,1,1,Earth,False,F,6,S,TRAPPIST-1e,15.0,False,0.0,225.0,0.0,998.0,0.0,1223.0,1,False,Karard,Brookenson
0026_01,26,1,1,Europa,False,C,0,P,55 Cancri e,34.0,False,22.0,6073.0,0.0,1438.0,328.0,7861.0,1,False,Anyoni,Unconary
0028_01,28,1,1,Mars,False,F,8,P,TRAPPIST-1e,43.0,False,1125.0,0.0,136.0,48.0,0.0,1309.0,1,False,Ceros,Mare
0030_01,30,1,1,Earth,False,G,4,S,TRAPPIST-1e,32.0,False,0.0,850.0,81.0,437.0,453.0,1821.0,1,False,Ginia,Morsentley
0031_01,31,3,0,Mars,False,F,9,P,TRAPPIST-1e,47.0,False,214.0,0.0,1411.0,0.0,1229.0,2854.0,1,True,Coobix,Datie
0031_02,31,3,0,Mars,False,F,9,P,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0,True,Cinets,Datie
0031_03,31,3,0,Mars,False,F,9,P,TRAPPIST-1e,20.0,False,,0.0,1750.0,990.0,0.0,2740.0,1,True,Dontch,Datie
0034_01,34,1,1,Europa,True,D,1,S,55 Cancri e,28.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0,True,Ziba,Oingwhedly
0035_01,35,1,1,Mars,False,D,1,P,55 Cancri e,23.0,False,784.0,964.0,0.0,951.0,0.0,2699.0,1,False,Luse,Butte
0036_01,36,1,1,Earth,False,F,8,S,55 Cancri e,15.0,,0.0,492.0,48.0,20.0,401.0,961.0,1,False,Marina,Leodger
0038_01,38,1,1,Earth,False,F,10,S,55 Cancri e,20.0,False,554.0,195.0,0.0,2606.0,0.0,3355.0,1,False,Loise,Wheelez
0039_01,39,1,1,Earth,True,G,1,P,55 Cancri e,30.0,False,0.0,0.0,,0.0,0.0,0.0,0,False,Jorgie,Batthewitt
0041_01,41,1,1,Earth,True,G,2,P,TRAPPIST-1e,17.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0,True,Margia,Moodsey
0043_01,43,1,1,Europa,False,B,3,P,TRAPPIST-1e,45.0,False,0.0,164.0,45.0,2511.0,855.0,3575.0,1,False,Ankalik,Cylistrand
0044_01,44,3,0,Earth,True,G,3,P,TRAPPIST-1e,55.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0,False,Jodye,Coopelandez
0044_02,44,3,0,Earth,True,G,3,P,55 Cancri e,4.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0,True,Kayne,Coopelandez
0044_03,44,3,0,Earth,True,G,3,P,PSO J318.5-22,21.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0,True,Cassa,Coopelandez
0045_01,45,2,0,Mars,False,F,10,P,TRAPPIST-1e,21.0,False,970.0,0.0,180.0,0.0,64.0,1214.0,1,False,Zelowl,Chmad
0045_02,45,2,0,Mars,True,F,10,P,,19.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0,True,Mass,Chmad
0050_01,50,1,1,Earth,False,E,1,S,55 Cancri e,35.0,False,790.0,0.0,0.0,,0.0,790.0,1,False,Sony,Lancis
0051_01,51,1,1,Earth,False,E,2,S,TRAPPIST-1e,56.0,False,0.0,112.0,0.0,1379.0,127.0,1618.0,1,False,Vivia,Johnshines
0052_01,52,1,1,Earth,False,G,6,S,TRAPPIST-1e,,False,4.0,0.0,2.0,4683.0,0.0,4689.0,1,False,Elaney,Hubbarton
0053_01,53,1,1,Earth,False,F,11,S,TRAPPIST-1e,25.0,False,0.0,0.0,1938.0,0.0,1.0,1939.0,1,True,Elson,Hickerson
0056_01,56,3,0,Europa,False,A,1,S,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0,True,Okulas,Tractive
0056_02,56,3,0,Europa,True,A,1,S,TRAPPIST-1e,38.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0,True,Instab,Tractive
0056_03,56,3,0,Europa,False,A,1,S,TRAPPIST-1e,27.0,False,279.0,605.0,3374.0,286.0,3.0,4547.0,1,True,Zinoces,Tractive
0058_01,58,1,1,Earth,True,G,7,S,PSO J318.5-22,36.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0,False,Warry,Ayalazquez
0061_01,61,1,1,Earth,False,F,12,S,TRAPPIST-1e,22.0,False,45.0,1096.0,148.0,1377.0,1.0,2667.0,1,False,Shanya,Salez
0062_01,62,1,1,Earth,False,F,13,S,TRAPPIST-1e,62.0,False,0.0,592.0,0.0,17.0,25.0,634.0,1,False,Sterry,Greeves
0064_01,64,2,0,Mars,True,F,14,S,TRAPPIST-1e,15.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0,True,,
0064_02,64,2,0,,True,E,3,S,TRAPPIST-1e,33.0,False,0.0,0.0,,0.0,0.0,0.0,0,True,Colatz,Keen
0066_01,66,1,1,Earth,False,G,6,P,TRAPPIST-1e,62.0,False,1.0,153.0,197.0,0.0,460.0,811.0,1,False,Diandy,Pecketton
0067_01,67,3,0,Earth,True,G,10,S,PSO J318.5-22,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0,True,Ninaha,Leeves
0067_02,67,3,0,Earth,False,G,10,S,TRAPPIST-1e,18.0,False,1.0,258.0,446.0,0.0,0.0,705.0,1,True,Celine,Leeves
0067_03,67,3,0,Earth,False,F,15,S,55 Cancri e,21.0,False,1946.0,37.0,0.0,0.0,24.0,2007.0,1,False,Velyne,Leeves
0068_01,68,1,1,Mars,False,E,4,S,TRAPPIST-1e,,False,793.0,0.0,2.0,253.0,0.0,1048.0,1,False,Cinst,Binie
0069_01,69,1,1,Earth,False,F,16,S,TRAPPIST-1e,42.0,False,887.0,0.0,9.0,6.0,0.0,902.0,1,True,,
0070_01,70,1,1,Earth,False,F,13,P,TRAPPIST-1e,19.0,False,190.0,0.0,5.0,1.0,726.0,922.0,1,False,Meremy,Brighttt
0071_01,71,1,1,Earth,False,F,14,P,TRAPPIST-1e,17.0,False,16.0,2165.0,0.0,0.0,52.0,2233.0,1,False,Nelly,Dillines
0072_01,72,1,1,Earth,False,F,17,S,TRAPPIST-1e,14.0,False,0.0,1.0,0.0,0.0,1063.0,1064.0,1,False,Thell,Brantuarez
0073_01,73,1,1,Mars,False,D,3,P,PSO J318.5-22,37.0,False,46.0,83.0,738.0,0.0,12.0,879.0,1,False,Gorn,Make
0074_01,74,1,1,Europa,False,C,3,S,TRAPPIST-1e,42.0,False,1.0,8397.0,0.0,0.0,506.0,8904.0,1,True,Aldibah,Mostedry
0076_01,76,1,1,Mars,False,F,18,S,TRAPPIST-1e,27.0,False,147.0,0.0,1018.0,0.0,0.0,1165.0,1,True,Conk,Dal
0077_01,77,1,1,Mars,False,F,15,P,TRAPPIST-1e,28.0,False,14.0,0.0,1295.0,0.0,0.0,1309.0,1,True,Pon,Blité
0078_01,78,1,1,Europa,False,C,4,S,TRAPPIST-1e,38.0,False,0.0,5840.0,0.0,321.0,9654.0,15815.0,1,False,Spuri,Pokerheed
0081_01,81,1,1,Earth,True,G,13,S,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0,False,Dellie,Vinozarks
0082_01,82,3,0,Mars,False,F,16,P,TRAPPIST-1e,42.0,False,7406.0,0.0,0.0,0.0,0.0,7406.0,1,False,Totse,Datte
0082_02,82,3,0,Mars,True,F,16,P,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0,True,Eaturs,Datte
0082_03,82,3,0,Mars,False,F,16,P,TRAPPIST-1e,8.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0,True,,
0084_01,84,1,1,Earth,False,G,14,S,TRAPPIST-1e,24.0,False,688.0,0.0,0.0,0.0,17.0,705.0,1,True,Coren,Coopezmaney
0085_01,85,1,1,Europa,True,C,5,S,TRAPPIST-1e,40.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0,True,Furudah,Ellcefulve
0086_01,86,1,1,Earth,False,F,17,P,TRAPPIST-1e,43.0,False,211.0,0.0,0.0,638.0,513.0,1362.0,1,False,Jodye,Kinson
0088_01,88,1,1,Mars,True,E,5,S,PSO J318.5-22,45.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0,True,Stmeal,Sacre
0090_01,90,1,1,Earth,True,G,15,S,TRAPPIST-1e,35.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0,True,Heremy,Santry
0091_01,91,2,0,Earth,True,G,16,S,TRAPPIST-1e,26.0,False,,0.0,0.0,0.0,0.0,0.0,0,True,Deanne,Yorkland
0091_02,91,2,0,Earth,False,F,20,S,TRAPPIST-1e,27.0,False,1.0,697.0,31.0,188.0,0.0,917.0,1,False,Tinez,Yorkland
0092_01,92,3,0,Earth,False,G,9,P,TRAPPIST-1e,19.0,False,0.0,0.0,670.0,1.0,34.0,705.0,1,False,Gracy,Dunnisey
0092_02,92,3,0,Earth,True,G,9,P,TRAPPIST-1e,0.0,False,0.0,0.0,,0.0,0.0,0.0,0,True,Stald,Hewson
0092_03,92,3,0,Earth,True,G,9,P,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0,True,Tiney,Hewson
0097_01,97,1,1,Europa,False,A,2,S,TRAPPIST-1e,54.0,False,0.0,1208.0,0.0,3.0,637.0,1848.0,1,False,Alchium,Fictful
0098_01,98,2,0,Earth,False,G,11,P,TRAPPIST-1e,26.0,False,0.0,856.0,5.0,32.0,0.0,893.0,1,False,Doria,Carezquez
0098_02,98,2,0,Earth,False,G,11,P,TRAPPIST-1e,26.0,False,0.0,2811.0,957.0,0.0,87.0,3855.0,1,True,Leence,Carezquez
0099_01,99,2,0,Earth,False,F,19,P,PSO J318.5-22,23.0,False,311.0,427.0,526.0,37.0,0.0,1301.0,1,False,Aliey,Leetersoney
0099_02,99,2,0,Earth,,G,12,P,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0,True,Thewis,Connelson
0101_01,101,1,1,Mars,True,,,,TRAPPIST-1e,31.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0,True,Book,Trad
0102_01,102,1,1,Earth,False,F,23,S,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,830.0,91.0,921.0,1,False,Ritany,Holson
0103_01,103,3,0,Earth,False,F,24,S,TRAPPIST-1e,24.0,False,0.0,,0.0,0.0,17.0,17.0,1,True,Arlen,Mclainez
0103_02,103,3,0,Earth,True,G,18,S,55 Cancri e,9.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0,True,Shaele,Mclainez
0103_03,103,3,0,Earth,True,G,18,S,TRAPPIST-1e,6.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0,False,Fanne,Mclainez
0105_01,105,1,1,Earth,,F,21,P,TRAPPIST-1e,27.0,False,0.0,0.0,570.0,2.0,131.0,703.0,1,False,Carry,Cleachrand
0107_01,107,1,1,Mars,False,D,2,S,TRAPPIST-1e,21.0,False,1743.0,5.0,17.0,0.0,0.0,1765.0,1,False,Coobix,Hart
0108_01,108,3,0,Earth,True,G,19,S,TRAPPIST-1e,23.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0,False,Natald,Handertiz
0108_02,108,3,0,Earth,False,G,19,S,TRAPPIST-1e,31.0,False,562.0,0.0,326.0,0.0,0.0,888.0,1,False,,
0108_03,108,3,0,Earth,False,G,19,S,TRAPPIST-1e,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,True,Oline,Handertiz
0110_01,110,4,0,Europa,False,,,,TRAPPIST-1e,32.0,False,0.0,410.0,6.0,3929.0,764.0,5109.0,1,False,Graviph,Aloubtled
0110_02,110,4,0,Europa,,B,5,P,TRAPPIST-1e,40.0,False,0.0,331.0,0.0,0.0,1687.0,2018.0,1,False,Aldeba,Bootious
0110_03,110,4,0,Europa,False,B,5,P,TRAPPIST-1e,42.0,False,2209.0,11418.0,0.0,1868.0,445.0,15940.0,1,True,Alaratz,Aloubtled
0110_04,110,4,0,Europa,True,B,5,P,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0,True,Izark,Aloubtled
0111_01,111,1,1,Europa,True,E,6,S,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0,True,Aldera,Supred
0112_01,112,1,1,Europa,False,B,1,S,55 Cancri e,48.0,True,0.0,2537.0,87.0,17.0,13.0,2654.0,1,True,Moth,Cowtale
0113_01,113,1,1,Earth,False,F,23,P,TRAPPIST-1e,64.0,False,0.0,0.0,804.0,0.0,0.0,804.0,1,True,Idary,Carvis
0114_01,114,1,1,Earth,False,G,20,S,TRAPPIST-1e,27.0,False,82.0,157.0,429.0,238.0,1.0,907.0,1,False,Maura,Beckerson
0115_01,115,1,1,Mars,,F,24,P,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,,0.0,0,True,Rohs,Pead
0116_01,116,1,1,Europa,False,D,4,P,TRAPPIST-1e,33.0,False,1.0,2223.0,0.0,12.0,404.0,2640.0,1,True,Alhenah,Suptive
0119_01,119,2,0,,False,A,0,P,TRAPPIST-1e,39.0,False,0.0,2344.0,0.0,65.0,6898.0,9307.0,1,False,Batan,Coning
0119_02,119,2,0,Europa,True,A,0,P,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0,True,Kleeiak,Coning
0120_01,120,1,1,Mars,True,F,25,P,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,,0.0,0,True,Bees,Sacre
0122_01,122,1,1,Earth,False,G,21,S,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,699.0,74.0,773.0,1,False,Shelle,Hayder
0123_01,123,1,1,Earth,False,F,27,P,TRAPPIST-1e,18.0,False,55.0,597.0,49.0,0.0,1.0,702.0,1,False,Iree,Fielson
0126_01,126,1,1,Mars,True,F,27,S,TRAPPIST-1e,67.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0,True,Milly,Mish
0127_01,127,1,1,Mars,False,E,7,S,TRAPPIST-1e,35.0,False,701.0,0.0,296.0,0.0,25.0,1022.0,1,False,Miloss,Mesty
0128_01,128,2,0,Mars,False,D,3,S,TRAPPIST-1e,61.0,True,2353.0,334.0,9.0,316.0,2.0,3014.0,1,False,Grohs,Fles
0128_02,128,2,0,Mars,False,E,8,S,TRAPPIST-1e,45.0,False,2103.0,6.0,0.0,0.0,0.0,2109.0,1,False,Barave,Fles
0129_01,129,1,1,Earth,True,G,22,S,PSO J318.5-22,22.0,False,0.0,0.0,,0.0,0.0,0.0,0,True,Race,Fowles
0133_01,133,2,0,Mars,True,F,29,S,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0,True,Flynx,Blie
0133_02,133,2,0,Mars,False,D,5,S,TRAPPIST-1e,36.0,False,2738.0,0.0,0.0,0.0,0.0,2738.0,1,False,Egrasp,Blie
0134_01,134,1,1,Earth,False,G,17,P,TRAPPIST-1e,19.0,False,0.0,14.0,730.0,0.0,0.0,744.0,1,True,Camina,Harmontry
0136_01,136,1,1,Earth,False,G,23,S,PSO J318.5-22,47.0,False,97.0,418.0,126.0,25.0,55.0,721.0,1,False,,
0138_01,138,2,0,Earth,True,G,18,P,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0,True,Fayene,Gambs
0138_02,138,2,0,Earth,False,E,5,P,,34.0,False,0.0,22.0,0.0,564.0,207.0,793.0,1,False,Monah,Gambs
0139_01,139,1,1,Europa,True,C,6,S,55 Cancri e,35.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0,True,Charda,Myling
0140_01,140,2,0,Earth,True,G,19,P,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0,True,Evaley,Mejiaddox
0140_02,140,2,0,Earth,False,F,29,P,TRAPPIST-1e,26.0,False,440.0,0.0,0.0,0.0,462.0,902.0,1,False,Verney,Whitakers
0141_01,141,1,1,Mars,False,F,30,P,TRAPPIST-1e,31.0,False,,0.0,97.0,0.0,0.0,97.0,1,False,Pyrohs,Harte
0144_01,144,1,1,Earth,False,F,31,S,TRAPPIST-1e,20.0,False,0.0,420.0,210.0,0.0,0.0,630.0,1,True,Guadae,Dayers
0146_01,146,1,1,Earth,False,G,25,S,TRAPPIST-1e,56.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0,False,Verly,Wolferguson
0147_01,147,1,1,Earth,True,G,26,S,TRAPPIST-1e,50.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0,True,Samie,Hubbarrison
0148_01,148,1,1,Mars,False,F,31,P,TRAPPIST-1e,42.0,False,1072.0,0.0,10.0,0.0,76.0,1158.0,1,False,Corsh,Pashe
0149_01,149,1,1,Earth,True,G,27,S,55 Cancri e,,False,0.0,0.0,0.0,0.0,0.0,0.0,0,True,Billya,Hubbarrison
0151_01,151,1,1,Earth,True,G,20,P,55 Cancri e,38.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0,False,Shanie,Simson
0152_01,152,1,1,Earth,False,F,32,P,,41.0,False,0.0,0.0,0.0,0.0,607.0,607.0,1,False,Andan,Estron
0160_01,160,1,1,Earth,False,G,22,P,TRAPPIST-1e,22.0,False,4119.0,0.0,0.0,0.0,61.0,4180.0,1,False,Gory,Atkinney
0163_01,163,2,0,Europa,True,B,8,P,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0,True,Kabiton,Hetforhaft
0163_02,163,2,0,Europa,True,B,8,P,TRAPPIST-1e,17.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0,True,Scharab,Hetforhaft
0164_01,164,2,0,Earth,False,G,28,S,TRAPPIST-1e,57.0,False,50.0,1688.0,0.0,,135.0,1873.0,1,True,Fany,Hutchinton
0164_02,164,2,0,Earth,True,G,28,S,PSO J318.5-22,17.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0,False,Ianya,Hutchinton
0165_01,165,1,1,Mars,True,F,37,P,TRAPPIST-1e,35.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,True,Graven,Anche
0167_01,167,2,0,Mars,True,F,35,S,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0,True,Miten,Floaf
0167_02,167,2,0,Mars,False,F,35,S,TRAPPIST-1e,27.0,False,1365.0,0.0,48.0,22.0,137.0,1572.0,1,False,Rios,Floaf
0169_01,169,1,1,Earth,True,G,23,P,TRAPPIST-1e,31.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0,False,Wandy,Fisherry
0170_01,170,1,1,Earth,False,E,10,S,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,221.0,567.0,788.0,1,False,Mollie,Mcmahoney
0171_01,171,1,1,Earth,True,G,30,S,PSO J318.5-22,19.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0,True,Coracy,Gordanieves
0172_01,172,1,1,Earth,True,G,24,P,TRAPPIST-1e,32.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0,True,Hanna,Johnshines
0173_01,173,1,1,Earth,,E,11,S,TRAPPIST-1e,58.0,False,0.0,985.0,0.0,5.0,0.0,990.0,1,True,Hilip,Grifford
0174_01,174,1,1,Earth,False,F,38,P,55 Cancri e,21.0,False,287.0,0.0,16.0,115.0,175.0,593.0,1,False,Doryn,Lambles
0177_01,177,1,1,Europa,False,B,2,S,TRAPPIST-1e,38.0,False,0.0,10346.0,1.0,14970.0,2111.0,27428.0,1,False,Toperon,Iniouser
0178_01,178,1,1,Mars,False,D,6,S,TRAPPIST-1e,38.0,False,3414.0,0.0,161.0,28.0,119.0,3722.0,1,False,Wees,Knik
0179_01,179,3,0,Earth,False,G,26,P,TRAPPIST-1e,19.0,False,1.0,219.0,673.0,2.0,11.0,906.0,1,True,Elaney,Webstephrey
0179_02,179,3,0,Earth,False,G,26,P,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0,False,Raque,Webstephrey
0179_03,179,3,0,Earth,False,G,26,P,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0,True,Sallyl,Webstephrey
0181_01,181,1,1,Earth,False,G,27,P,TRAPPIST-1e,20.0,False,0.0,0.0,3.0,299.0,92.0,394.0,1,False,Nancis,Brighttt
0182_01,182,1,1,Europa,True,C,3,P,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0,True,Ksorab,Disight
0183_01,183,1,1,Earth,False,F,36,S,TRAPPIST-1e,37.0,False,17.0,146.0,426.0,0.0,232.0,821.0,1,True,Stany,Weaves
0186_01,186,1,1,Earth,False,G,28,P,TRAPPIST-1e,25.0,False,62.0,0.0,0.0,0.0,956.0,1018.0,1,False,Camiet,Shephendry
0188_01,188,1,1,Earth,True,G,31,S,TRAPPIST-1e,56.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0,True,Branda,Romez
0189_01,189,1,1,Earth,False,E,8,P,55 Cancri e,49.0,False,84.0,3.0,401.0,202.0,98.0,788.0,1,False,Helly,Booters
0190_01,190,1,1,Earth,True,G,32,S,55 Cancri e,11.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0,False,,
0192_01,192,3,0,Earth,True,G,29,P,TRAPPIST-1e,1.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0,True,Tance,Adavisons
0192_02,192,3,0,Earth,False,G,29,P,TRAPPIST-1e,8.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0,False,Robyny,Adavisons
0192_03,192,3,0,Earth,False,G,29,P,TRAPPIST-1e,39.0,False,0.0,0.0,10.0,898.0,0.0,908.0,1,False,Lilace,Adavisons
0193_01,193,3,0,Mars,True,F,41,P,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0,True,Sps,Raf
0193_02,193,3,0,Mars,False,F,41,P,TRAPPIST-1e,23.0,False,,0.0,8.0,1072.0,0.0,1080.0,1,False,Frook,Raf
0193_03,193,3,0,Mars,False,F,41,P,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0,True,Goles,Raf
0195_01,195,1,1,Mars,False,F,42,P,TRAPPIST-1e,39.0,False,406.0,0.0,867.0,0.0,0.0,1273.0,1,True,Bar,Floaf
0196_01,196,1,1,Mars,False,D,5,P,PSO J318.5-22,25.0,False,1052.0,0.0,719.0,0.0,7.0,1778.0,1,False,Caper,Emead
0197_01,197,1,1,Europa,False,C,5,P,TRAPPIST-1e,36.0,False,0.0,972.0,0.0,795.0,575.0,2342.0,1,False,Astrak,Dissper
0198_01,198,1,1,Earth,,G,30,P,PSO J318.5-22,52.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0,True,Jeroy,Cookson
0199_01,199,1,1,Earth,True,G,33,S,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0,False,Regana,Morrows
